"Week" "Month" "Day" "Year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "COLFA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "PALIS" "MILNE" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
36 4 5 2015 67706.7951157023 95554.74174363 229839.492195628 27255.3115256652 190303.103410686 308820.781444564 532560.528376947 281015.467093455 107234.896098077 369859.795300517 581859.872824136 608562.671023891 698830.411584767 712955.466990688 1835435.65315157 1980787.5852072 2171406.359201 2224944.51405098 2292469.18477217 2337709.42374448 2358943.58571341 107441.613613481 158813.859810257 459897.336376792 460492.826661737 478961.788208532 110907.407374076 1328568.66773608 1356636.26871921 1346535.08057182 1417163.54152553 3751245.26842141 4069551.60683364 4153638.41167414 4144924.89135262
37 4 12 2015 41577.3843451462 59875.5037879535 116501.350712052 12494.6255001086 128933.900585911 185951.905362086 305606.869061164 119351.822706186 46542.8256187523 152017.909249772 301919.562288357 325592.571965047 435800.601838245 455487.6408329 1274157.61858058 1464248.58378965 1566607.76541971 1681835.9457822 1769020.60805961 1874119.57252905 1923639.08217175 52361.5269061533 102130.985829443 471674.018536045 469262.207530189 479723.010274698 64519.3321649616 952199.89825827 962478.548919781 963573.209983634 1016722.25621312 3019033.86615994 3429450.07658476 3532657.93154499 3533546.41000998
38 4 19 2015 45764.1951436033 65828.0980347654 144383.527560593 16553.0109181326 131720.171166566 176631.331956074 309242.199154541 154077.97115865 55132.4302127489 182802.584910267 299556.190515085 314089.704668411 377491.226380966 383562.571393171 1078416.08920734 1183893.67555207 1289129.44931971 1343215.50011954 1392241.7367289 1436651.46571836 1451339.16437671 63313.9840418942 96062.0860676219 357785.549100456 357432.549426583 369152.740552391 61621.3594127721 829676.708940469 842801.147469424 842274.311639408 891980.478264477 2296287.6604889 2549801.96459255 2636075.63848361 2656264.97426151
39 4 26 2015 72670.3472745739 101739.350188638 334664.368791452 38265.0634683025 184824.755074971 234541.565145725 527141.459714904 293459.580741437 96193.9931098252 340409.447971954 431615.664215414 440056.323335384 474176.045169888 473049.633700221 1453375.05613167 1515406.27137129 1842258.49050282 1838105.12601236 1860974.37498499 1855730.24714472 1836663.5540717 123250.943700928 154624.372779539 345422.390974056 342521.319937583 350558.235791028 71047.5806962758 891349.937815597 886297.791260036 852289.413369338 885022.972254037 2461888.87431659 2524194.41776757 2546217.92215083 2476702.2597239
40 5 3 2015 93044.589337247 135351.775103107 379671.174264397 40799.0571578993 200981.202301922 252516.604740687 479348.291180013 302780.628467166 76670.1573405264 324490.972201833 442194.460280715 455098.361956419 514049.519942149 523393.074207694 1611359.64453716 1774933.01610023 2005876.20729443 2104977.79597951 2183255.7385302 2245428.05817819 2269012.48335849 167742.723276784 242404.676399635 516268.376573191 513480.890642568 523459.129392902 46823.7152712988 1068406.38924815 1062127.55078312 1009048.28846503 1032014.42793431 3341933.02547293 3506041.47168059 3571455.23732131 3523734.81384072
41 5 10 2015 102695.503901266 147396.676485073 429458.694463516 35789.3891129424 275619.689002345 345877.125099495 613256.168241129 334682.764220235 77193.8016961962 389894.927835507 551977.671051352 567540.0224089 610035.818816753 611378.447293264 1872702.01228555 2002205.98311262 2238513.04243726 2329414.11795931 2399998.8100608 2390808.68805522 2387597.69078324 252240.986913534 308277.474973629 497542.230722139 496528.939101403 508650.321693283 44376.537425422 1218458.72160701 1223419.37741107 1166316.70942277 1183961.49858685 3621575.9229806 3576362.28852259 3645364.1914108 3598126.9117705
42 5 17 2015 131263.902120191 187640.397239913 686873.468783064 57805.5620292887 292334.2370866 338293.955541218 708182.7598039 209263.57177375 59748.3127449545 253437.835267172 399127.673103004 408840.634006619 459420.431147269 470356.441148375 1987526.54321442 2103057.03255427 2376494.35051042 2471931.11771849 2544948.98771591 2530476.46782894 2532432.97744235 194383.115257601 259497.564298449 527533.22830581 527240.846503257 540322.48220587 41126.6035324403 1153612.17330667 1140129.59377347 1085242.07451665 1088918.3195938 3709590.3207523 3690683.17677076 3784059.24265278 3752236.26490936
43 5 24 2015 218005.526328481 295120.53932347 892907.541267191 131729.601448097 353527.920297557 364473.330192432 875946.39728504 221595.55086083 53674.3428368693 243574.147606983 392528.204141129 401410.401364219 428268.580513771 437284.723042538 2242060.3605336 2377934.94968807 2672812.95123167 2803513.66916547 2881851.63764689 2874230.90413016 2876810.88517682 190164.451494088 377325.538259666 644593.854364896 639675.003817092 645595.544231257 33942.6678370245 1260710.25602809 1251529.08716403 1190475.86259387 1199741.67423216 4187332.73453198 4192213.03167278 4284267.1481557 4210441.5596736
44 5 31 2015 443771.099812767 611326.344698901 1256710.09450705 215815.62255879 456019.534865981 458369.317430185 1124073.00717837 237109.391804603 43994.7507126643 259797.197846514 378652.503638968 385975.055245787 383876.196412115 391665.376765647 2806329.11823661 2984546.30908459 3177852.05579322 3273452.62094946 3341324.98505111 3318837.4655839 3313754.26738525 187343.953172874 265965.974262157 659394.869340439 659338.344033677 677156.218995448 19797.8106336743 1183817.05812051 1192959.99742156 1147399.54773436 1165829.90181485 4560623.91077186 4506000.82945227 4585844.84819106 4504227.80081651
45 6 7 2015 331340.062802776 335180.257013211 748655.775946917 155218.176185653 445462.395772853 546985.605426605 1172595.03863806 372912.399931909 115891.076913853 451309.820217559 657938.97157372 682209.566281016 596746.803970136 598134.702884481 2829652.00245854 2976361.43055991 3382247.28816968 3453369.95142662 3495122.78957386 3496715.48798174 3503529.28054184 310678.316837376 381148.403994942 540356.222883229 537265.693134247 538312.736359723 59941.6337408652 1131968.73476874 1120698.72353391 1086044.52097688 1083560.65358304 4739965.03991098 4682577.5250175 4795708.66789103 4701045.19404641
46 6 14 2015 406667.472588554 396062.957248339 590501.447381393 157114.282379069 425559.122218698 487109.341804344 988891.349565121 226800.093886547 65559.2762654235 277992.831307635 467599.723025917 494060.384935736 499041.264339874 520274.458182752 2427110.70111618 2609739.89381487 2868782.59772363 2965998.23528514 3018513.25720098 3053908.91050515 3076234.53786528 246092.705669375 278588.702073721 466768.699322751 463763.967996852 463170.286105131 27890.3280445195 876804.462012186 877131.13249 856682.800035585 868672.978921435 4219900.18028656 4251969.06234329 4369839.07120172 4305261.08669702
47 6 21 2015 272257.044398537 306141.361704299 416788.339649793 69151.6293871696 391986.956584794 444127.599343351 684272.826818526 136018.762666522 54996.2207011379 178065.247686517 328603.347988338 344049.230831684 336749.930445303 348393.608125977 1714412.45203092 1855748.77656001 1999702.61431197 2085149.70682284 2129090.15448921 2162722.96874365 2183176.28971214 230006.60663083 264287.110750047 344513.307551033 342111.942087352 341954.912447412 21386.7447206756 661405.545318587 657585.404587132 635755.196569945 639375.862696827 3053937.88693002 3117707.32842975 3233822.08937563 3245391.47472635
48 6 28 2015 207654.473458265 235198.088375226 262541.436621651 50584.163094603 325683.245177376 377800.551814421 526057.258276483 111290.762411928 47499.6267554138 148402.222713916 276136.261206292 286712.973908688 270538.579223205 276661.263692435 1153537.32286813 1237341.95529521 1321347.58735571 1382930.29236143 1414292.34008407 1434623.64091675 1448217.07018399 152762.895199868 188397.660500268 282222.950717939 280269.694789305 281127.849175947 20017.6239451576 557959.166914802 553505.295168333 534159.872711825 536523.271062157 2128908.68798434 2179103.94395056 2274538.55001836 2295102.58246707
49 7 5 2015 260472.789473404 258057.900027204 283800.643736749 64015.7909104803 287373.671119917 313372.733644476 533698.817191973 94063.685898986 28993.9490812389 132926.881047297 235277.732614504 243564.585332971 233653.849394214 238637.856869997 1227393.13956672 1299747.1430137 1360278.53768988 1389552.16956721 1403547.75515335 1400212.21053601 1398308.79762085 110086.038249447 132899.599295958 209087.515202673 205236.343852592 203997.005478754 15880.7006414361 412372.496152925 412759.11085346 403622.206432754 407832.533470285 1856817.26775842 1855978.35615267 1942985.94570879 1961825.23735201
50 7 12 2015 178051.251689409 188609.764072219 227067.336448414 24670.575547088 231191.379993793 249137.968221654 403970.133232892 87694.1926187529 23193.6837440415 127646.096800286 211894.037886829 218991.401004018 209476.914159867 213886.918447768 1119021.1419131 1213350.62192909 1260749.44120731 1311079.46226117 1331900.35934987 1345464.94166327 1349969.58481028 128798.92903837 135466.609363812 197708.654926807 192389.511122703 188488.33684036 14752.0345850629 350016.557397642 348080.597706549 340084.091268356 342277.245078793 1742416.39661939 1720026.71881229 1800689.40550229 1805060.27646738
51 7 19 2015 145810.8013365 149994.955699865 175571.609064123 19466.8073802058 186508.999529566 201783.26056762 334053.128728965 74766.8193078199 22492.1508048759 112913.025746358 215635.385514161 223608.697131475 211027.415467868 214661.050064048 917679.724735662 977897.206566665 1019994.13534848 1044979.85805876 1053543.80315988 1050408.48040643 1048474.63845345 114095.220356246 157829.972967866 260560.926946945 254252.238993831 249922.987892254 19563.8900683517 463363.930080155 460180.914355175 447565.770776976 446315.21511545 1532104.35739664 1516859.48701836 1595281.38192419 1595986.97345309
52 7 26 2015 123307.800899381 130258.213669035 149797.410997433 15980.1960570431 154959.197359987 168182.597285483 276455.246501801 63022.4614691237 18773.3419016727 93902.2974021451 178810.819330572 185369.967776454 178974.703887342 183837.470812879 781607.906626686 839889.509803983 875139.270935702 904929.905263639 915319.370601026 918639.051413403 919146.00792756 110911.830114625 129593.817687368 190559.540028422 185738.470236787 183529.591579593 13089.430285442 346395.576568411 350730.468740272 348678.232046406 356488.634836492 1327930.99216547 1330589.26949198 1403394.0572391 1421912.32594247
1 8 2 2015 122055.184877026 121086.209815103 194399.071733794 32129.0626314681 129754.365837529 141460.237910441 286110.860599885 56566.173730298 17501.4862449575 83870.5219488756 176760.033899907 179971.699086571 164229.393674104 166715.690282014 817077.731521172 868409.891074895 912898.329791436 925149.367904754 930494.122960528 923390.256946643 918399.488745292 90085.3113978328 133239.003591602 188766.13857342 185315.058939626 183748.814760287 15219.3218762256 352933.584004262 351308.885983959 335234.598698321 335349.279184618 1241796.61770091 1174683.18053788 1230880.46817149 1240202.3353013
2 8 9 2015 155043.820969904 136185.685662876 160447.792349635 46230.361023288 106439.950974214 105883.061932746 211730.668700327 38222.9295508372 9519.84360276518 49962.2230726277 120131.878695702 119683.019902742 120471.89827951 128440.52503593 725394.842030101 796720.18519713 835332.842324205 867427.054203739 884414.974160979 899748.958100154 909993.228601059 78596.0713569274 111174.606552413 160060.158583541 160204.292532638 161179.905730152 12056.1019438379 307142.4213043 308121.373058716 287686.841509157 293169.821632498 1298024.62630589 1296904.71728367 1380414.32299414 1410915.69342899
3 8 16 2015 132931.917283392 121629.974690142 144576.963382022 34269.1263764708 93483.1189925634 96265.7308536936 187542.35059289 34257.018332843 8317.15808067982 44973.0213890705 110122.673409099 109357.053365683 105828.076289746 111280.96870334 654642.395192736 714133.539158326 746210.587295878 764213.189736207 773427.917605038 774435.081367599 775325.555663552 76748.0356376794 148914.763920861 210777.231537958 210188.72763087 207989.529305978 11857.2558630936 335091.116850876 330599.242210456 301765.400879329 300722.338698152 1111732.44737908 1059167.73419605 1122665.88743065 1143788.77678079
4 8 23 2015 166602.043842495 143430.325570103 161726.327020514 58999.5401050661 97372.1520102921 95867.6887627802 196568.554844391 32376.8582557773 7632.34540090118 42975.1760208239 104915.381360053 103836.184291083 99703.6611142316 104777.460201951 608963.44966449 649375.32703428 689900.849917225 697714.147820824 702990.996151002 700276.217378357 699686.903400097 61778.2433998569 94853.877463816 153120.535586783 153997.744111319 156337.764685842 10526.46846619 288808.663279362 292424.922904926 274992.79950298 281429.400288874 1026655.70201268 1009240.93984896 1078036.82168689 1109860.61009904
5 8 30 2015 166995.246671817 136596.556174266 146736.624609269 59219.2727142344 97947.7414423131 91657.5360702908 179659.216132516 28320.247435757 6190.59540985033 38494.7437719058 96665.6105584739 95844.4825059888 92133.2014294574 96832.2802578626 579713.98882127 630176.62939896 659897.685843796 675335.150965814 682824.596051259 685656.490437157 688088.55895853 59709.5627818387 81351.0011836502 119073.87935956 119320.986218813 120491.72230202 9714.4795462281 232041.91202762 232147.903409976 215340.308016299 217877.181968069 945181.684122416 917978.365682901 975702.036520645 995445.696710274
6 9 6 2015 134871.043378972 130100.21418473 317878.800983324 55533.7380494238 77208.2119127246 89405.6458285441 175871.897128971 31146.2898951214 5802.32553204416 30720.962538595 63788.0892411922 64820.3307435079 65113.7657939696 68909.1428084536 529312.666847708 551016.573064848 675825.239223839 669536.174500236 667762.208978024 616075.043183332 636750.323372875 51106.039868186 77066.6697093678 143091.035734608 143299.991467082 144888.865214224 10338.3263789663 245773.648362762 242811.629645011 221542.577147159 222224.708387009 809109.838774652 785185.01362855 846404.223551316 820359.96742142
7 9 13 2015 136293.280614835 126536.177798225 258823.413001872 42890.3905536517 102084.557153858 117402.588883078 178815.464500825 54852.0836560373 9181.80120720616 55810.9913704245 99793.8713063603 102560.537799263 100288.955658014 103511.247068972 592083.781643776 626495.573216937 702837.691391208 709250.530538775 715650.045254837 680323.63251164 730186.823266609 53184.6492525079 78948.654863807 144073.64497113 144304.698320892 145741.115648161 15809.8443820437 296468.59453654 298628.47428909 280100.025282766 284624.773073813 1042502.63951817 1078404.47092409 1161767.1338053 1108591.36770166
